,carbs,category,description,fat,fiber,kcal,monounsat.,polyunsat.,price,price_per_kg,protein,qty,salt,saturated,sugars,€/g carb,€/g fat,€/g protein,€/kcal
5420058,1.31,Confezionati alimentari,"Nesti, champignons all'olio di oliva 270 g",2.22,2.08,37,,,5.29,19.6,1.95,270 g,0.96,0.33,0.79,1.4961832061068703,0.8828828828828829,1.0051282051282053,0.05297297297297298
5382775,1.0,Confezionati alimentari,"Polli, RisoPiÃ¹ insalata per riso con wurstel conf. 2x290 g",8.1,,90,,,5.29,9.13,1.5,580 g,1.41,1.3,0.2,0.913,0.11271604938271605,0.6086666666666667,0.010144444444444446
5396719,0.0,Confezionati alimentari,"Colle dei Frati , olio extra vergine di oliva Sabina DOP 750 ml",100.0,,900,75.6,9.8,10.98,14.64,0.0,750 ml,0.0,14.6,,0.0,0.01464,0.0,0.0016266666666666667
5755209,0.0,Confezionati alimentari,"Zucchi, olio extra vergine 100% italiano Sostenibile 750 ml",91.4,,823,68.5,9.2,7.99,10.66,0.0,750 ml,0.0,13.7,0.0,0.0,0.011663019693654266,0.0,0.0012952612393681653
5740649,1.0,Confezionati alimentari,"Grangusto, cime di rape in olio ""Friarielli alla Napoletana"" 280 g",15.1,4.1,161,,,2.99,10.68,3.3,280 g,0.9,1.6,0.7,1.068,0.07072847682119206,0.32363636363636367,0.006633540372670808
5758114,,Confezionati alimentari,"Fattorie Giacobazzi, Gustaceto aceto di melograno 500 ml",,,,,,3.49,6.98,,500 ml,,,,0.0,0.0,0.0,0.0
5521543,67.0,Confezionati alimentari,"L. De Rosa, Fusilli pasta di semola integrale di grano duro biologica 500 g",2.0,7.8,352,,,2.7,5.4,14.0,500 g,0.003,0.5,3.2,0.008059701492537314,0.27,0.038571428571428576,0.0015340909090909092
5750275,8.2,Confezionati alimentari,"Louit Freres, senape curcuma biologica 130 g",7.0,,135,,,2.65,20.39,5.7,130 g,4.9,0.5,6.8,0.24865853658536588,0.2912857142857143,0.35771929824561405,0.015103703703703704
5545263,98.2,Confezionati alimentari,"Pastiglie Leone, LeonSnella Mirtillo caramelle dure senza zucchero 100 g",0.0,0.0,236,,,2.84,28.4,0.0,100 g,0.002,0.0,0.5,0.028920570264765782,0.0,0.0,0.012033898305084745
5420444,61.0,Confezionati alimentari,"Aromatica, La frittata Ã¨ fatta cipolle e porri 30 g",0.9,4.7,306,,,2.19,73.01,11.0,30 g,11.9,0.7,20.0,0.11968852459016394,8.112222222222222,0.6637272727272727,0.023859477124183008
5525373,,Confezionati alimentari,"Pastiglie Leone, Due Sicilia liquirizia caramelle gommose senza glutine senza zucchero 70 g",,,,,,2.79,39.86,,70 g,,,,0.0,0.0,0.0,0.0
5745902,15.9,Confezionati alimentari,Go-Tan Sriracha Sauce Hot Chilly Sauce 215 ml,1.0,,89,,,4.35,16.19,3.1,215 ml,9.1,0.3,14.0,0.1018238993710692,1.6190000000000002,0.5222580645161291,0.018191011235955058
5502119,7.4,Confezionati alimentari,"Nonna Pasticciera, cocco grattugiato 150 g",65.0,16.0,674,,,1.5,10.01,6.9,150 g,0.09,57.0,7.4,0.13527027027027025,0.015399999999999999,0.14507246376811592,0.0014851632047477744
5520654,,Confezionati alimentari,"L'Angelica, Nutraceutica ventre piatto plus 40 capsule 22,5 g",,,,,,8.3,377.29999999999995,,22 g,,,,0.0,0.0,0.0,0.0
5394483,8.3,Confezionati alimentari,"Maille, bourguignonne 200 g",46.0,,450,,,2.49,12.45,1.4,200 g,1.9,4.0,5.2,0.14999999999999997,0.027065217391304346,0.8892857142857142,0.0027666666666666664
5727351,,Confezionati alimentari,"Delicius, Double filetti di alici in olio d'oliva arrotolati con peperoncino 80 g",,,,,,4.89,61.13,,80 g,,,,0.0,0.0,0.0,0.0
5402566,,Confezionati alimentari,"Altromercato Bio, TÃ¨ nero all'arancia e spezie 20 filtri 40 g",,,,,,2.68,67.0,,40 g,,,,0.0,0.0,0.0,0.0
5724427,,Confezionati alimentari,"Maalox, RefluRapid dispositivo medico in bustine conf. 20x10 ml",,,,,,9.9,49.5,,200 ml,,,,0.0,0.0,0.0,0.0
5716607,72.9,Confezionati alimentari,"Cannamela, preparato per salsa per pollo in agrodolce 30 g",0.6,,326,,,2.17,72.34,5.4,30 g,4.62,0.25,19.0,0.09923182441700959,12.056666666666667,1.3396296296296295,0.022190184049079756
5385826,,Confezionati alimentari,"Cannamela, Sapori dal mondo mix speziato per american barbecue 30 g",,,,,,3,100.1,,30 g,,,,0.0,0.0,0.0,0.0
5771014,4.0,Gastronomia e piatti pronti,"Star, passato di verdure 500 ml",2.0,1.9,46,,,1.99,3.98,2.0,500 ml,0.75,0.5,2.2,0.0995,0.199,0.199,0.008652173913043478
5536924,0.8,Confezionati alimentari,"Knorr, Brodo Granulare pollo 250 g",0.0,0.0,5,,,2.52,10.08,0.4,250 g,1.1,0.0,0.1,1.26,0.0,2.52,0.2016
5730104,,Confezionati alimentari,"Il Borgo, salsa di cipolle rosse e aceto balsamico di modena IGP 230 g",,,,,,2.85,16.77,,170 g,,,,0.0,0.0,0.0,0.0
5621095,15.0,Confezionati alimentari,"Enervit, Sport Proteine 100% whey gusto cacao 270 g",6.6,,401,,,19.24,71.26,70.0,270 g,0.7,4.0,5.7,0.4750666666666667,1.0796969696969698,0.1018,0.017770573566084788
5389353,,Confezionati alimentari,"Radiumfarma Benessere, Dietaprogram gocce della buonanotte 25 ml",,,,,,7.35,235.2,,25 ml,,,,0.0,0.0,0.0,0.0
5753650,38.6,Confezionati alimentari,"Enervit, Protein 4 pasti cioccolato fondente e arancia conf. 8x30 g",12.3,5.5,388,,,9.25,38.55,28.0,240 g,0.74,5.0,31.7,0.09987046632124351,0.3134146341463414,0.1376785714285714,0.009935567010309277
5715996,75.2,Confezionati alimentari,"Il Pungiglione, miele di acacia della Lunigiana DOP 250 g",0.1,,301,,,5.79,18.52,0.1,250 g,520.0,0.1,100.0,0.024627659574468084,18.519999999999996,18.519999999999996,0.00615282392026578
5421087,,Confezionati alimentari,"Antistax, 30 compresse",,,,,,19.4,970.0,,20 g,,,,0.0,0.0,0.0,0.0
5716828,0.0,Confezionati alimentari,"F.lli Rebecchi Valtrebbia, Dolci Decori spray staccante per torte dolci e salate 125 ml",96.0,0.0,891,54.0,33.0,4.92,39.36,0.0,125 ml,0.0,9.0,0.0,0.0,0.041,0.0,0.004417508417508417
5419057,72.15,Confezionati alimentari,"Le Veneziane, Piccoli Piaceri Croccanti con cacao e nocciole 250 g",17.7,,472,,,2.74,10.96,4.3,250 g,0.76,9.72,25.95,0.01519057519057519,0.061920903954802264,0.2548837209302326,0.002322033898305085
5757734,41.2,Gastronomia e piatti pronti,"Cuore di, vellutata di legumi e curcuma senza glutine biologica 80 g",3.2,7.2,283,,,1.99,24.88,18.7,80 g,2.4,0.6,2.7,0.0603883495145631,0.7775,0.133048128342246,0.008791519434628975
5730263,16.9,Confezionati alimentari,"Develey, salsa curry 260 g",23.4,,286,,,1.97,7.88,1.1,250 ml,2.0,1.7,15.0,0.04662721893491125,0.03367521367521368,0.7163636363636363,0.002755244755244755
5418122,,Confezionati alimentari,"F.lli Rebecchi Valtrebbia, Color dolci blu 80 ml",,,,,,3.11,38.88,,80 ml,,,,0.0,0.0,0.0,0.0
5431494,47.4,Confezionati alimentari,"Cuore di, miscela per torta e biscotti alle nocciole 280 g",34.6,5.2,547,,,3.99,14.25,8.8,280 g,0.1,2.9,34.5,0.030063291139240507,0.041184971098265896,0.16193181818181818,0.0026051188299817184
5624048,,Confezionati alimentari,"CantiÃ±a Mexicana, Burrito kit 8 pezzi 525 g",,,,,,4.89,9.32,,525 g,,,,0.0,0.0,0.0,0.0
5739630,,Confezionati alimentari,"Sanagola, Doppia Menta caramelle gommose 30 g",,,,,,0.89,29.67,,30 g,,,,0.0,0.0,0.0,0.0
5730766,31.7,Gastronomia e piatti pronti,"Gallo, Expresso riso e quinoa 250 g",1.7,1.4,159,,,2.79,11.16,3.4,250 g,0.6,0.1,0.1,0.035205047318611994,0.6564705882352943,0.3282352941176471,0.007018867924528303
5734356,57.06,Confezionati alimentari,"Colfiorito Natura, Rapidissime in Cucina con amore quinoa ricetta decisa 150 g",6.17,6.18,349,,,2.99,19.94,13.32,150 g,0.024,0.6,2.99,0.03494567122327375,0.32317666126418154,0.1496996996996997,0.005713467048710602
5730261,0.7,Confezionati alimentari,"Orco, salsa tonnata 250 ml",72.0,,670,,,1.85,7.4,3.7,250 ml,1.9,8.0,0.0,1.0571428571428572,0.010277777777777778,0.19999999999999998,0.0011044776119402985
5730283,1.6,Confezionati alimentari,"Orco, salsa tartara 250 ml",72.0,,659,,,1.85,7.4,1.2,250 ml,1.4,8.0,0.0,0.46249999999999997,0.010277777777777778,0.6166666666666667,0.0011229135053110774
5524276,,Confezionati alimentari,"Valda, Balsamiche caramelle gommose 50 g",,,,,,4.9,98.0,,50 g,,,,0.0,0.0,0.0,0.0
5682990,72.0,Confezionati alimentari,"ZPC MilanÃ³wek, Fudge vaniglia caramelle morbide 200 g",20.0,,472,,,2.68,13.4,2.1,200 g,0.68,19.0,61.0,0.018611111111111113,0.067,0.6380952380952382,0.002838983050847458
5377439,0.0,Confezionati alimentari,"San Giuiano Alghero, olio extra vergine di oliva Amabile 3 l",91.6,,824,70.0,8.6,28.9,9.64,0.0,3 l,,13.0,,0.0,0.01052401746724891,0.0,0.0011699029126213594
5621826,,Confezionati alimentari,"Carnidyn, Plus 100 g",,,,,,20.39,203.9,,100 g,,,,0.0,0.0,0.0,0.0
5764438,19.0,Confezionati alimentari,"Pedon, ceci giÃ  pronti 250 g",2.8,7.3,154,,,2.18,8.72,9.5,250 g,0.7,0.5,0.8,0.045894736842105266,0.3114285714285715,0.09178947368421053,0.005662337662337663
5428233,73.0,Confezionati alimentari,"Dietorelle, caramelle morbide arancia e limone senza zucchero 70 g",0.4,0.0,219,,,1.89,27.1,8.0,70 g,0.04,0.3,0.0,0.03712328767123288,6.7749999999999995,0.33875,0.012374429223744291
5771467,74.0,Confezionati alimentari,"Fiorentini, Bio Snick Snack riso nero & sale rosa dell'Himalaya 45 g",11.0,3.0,429,,,1.65,36.67,7.0,45 g,1.0,1.1,0.9,0.04955405405405406,0.33336363636363636,0.5238571428571429,0.008547785547785548
5744710,12.2,Confezionati alimentari,"Old El Paso, Refried Beans fagioli stufati alla messicana 435 g",0.5,5.5,86,,,2.3,5.29,5.3,435 g,1.21,0.0,0.5,0.04336065573770492,1.058,0.09981132075471699,0.006151162790697675
5735316,1.8,Confezionati alimentari,"BiobontÃ , maionese di soia biologica 130 g",50.2,,461,,,2.49,19.16,0.4,130 g,0.1,5.5,0.05,1.0644444444444443,0.038167330677290834,4.789999999999999,0.0041561822125813445
5730110,8.1,Confezionati alimentari,"Maille, bÃ©arnaise salsa bernese 200 g",47.0,,459,,,3.12,15.6,1.5,200 g,1.7,4.1,5.5,0.19259259259259262,0.03319148936170213,1.04,0.0033986928104575167
5397733,13.0,Confezionati alimentari,"Altromercato, spirulina 60 compresse 42 g",5.8,3.0,322,,,6.49,154.53,53.0,42 g,1.0,2.0,0.0,1.1886923076923077,2.664310344827586,0.29156603773584905,0.04799068322981366
5762185,,Confezionati alimentari,"Garofalo, anellini pasta di mais riso quinoa senza glutine 400 g",,,,,,1.99,4.98,,400 g,,,,0.0,0.0,0.0,0.0
5417815,0.0,Confezionati alimentari,"Clemente Tenuta Paglicci, olio extra vergine di oliva 100% italiano biologico 750 ml",91.3,,822,69.5,7.9,8.99,11.99,0.0,750 ml,,13.9,,0.0,0.013132530120481928,0.0,0.0014586374695863748
5405842,,Confezionati alimentari,"Altromercato Bio, Monorigine Tanzania caffÃ¨ solubile 100 g",,,,,,4.58,45.8,,100 g,,,,0.0,0.0,0.0,0.0
5740648,2.5,Confezionati alimentari,"Valbona, misto di verdure grigliate 235 g",8.8,4.4,103,,,2.98,12.69,1.2,235 g,1.7,0.9,2.3,0.5075999999999999,0.14420454545454542,1.0574999999999999,0.012320388349514563
5421069,,Confezionati alimentari,"Bioscalin, Capelli TricoAGE 45+ BioEquolo ColorCare 30 compresse 22 g",,,,,,32.13,1460.46,,22 g,,,,0.0,0.0,0.0,0.0
5726035,99.0,Confezionati alimentari,"Monk's, Defend+ caramelle dure senza zucchero gusti assortiti 46 g",0.38,0.0,242,,,1.89,41.09,0.3,46 g,0.2,0.0,0.0,0.0415050505050505,10.813157894736841,13.696666666666667,0.016979338842975207
5730743,0.0,Confezionati alimentari,"BIOolio, olio di semi di zucca 25 cl",92.0,,828,21.0,53.0,5.99,23.96,0.0,250 ml,0.0,18.0,0.0,0.0,0.026043478260869564,0.0,0.002893719806763285
5727003,,Confezionati alimentari,"Destination Premium, Les Gourmandes Massala Ã‰picÃ© 20 filtri 30 g",,,,,,2.99,99.67,,30 g,,,,0.0,0.0,0.0,0.0
5538507,23.0,Confezionati alimentari,"Saitaku, alghe essiccate con olio di oliva 10 g",50.0,,624,,,2.79,279.0,20.0,10 g,1.8,6.2,0.0,1.2130434782608694,0.5579999999999999,1.395,0.04471153846153846
5757811,30.1,Gastronomia e piatti pronti,"Gallo, Expresso Mix con riso rosso con verdure e mais 220 g",5.9,2.7,194,,,2.6,11.82,3.7,220 g,0.8,1.0,2.4,0.039269102990033215,0.20033898305084744,0.3194594594594594,0.006092783505154639
5685979,,Confezionati alimentari,"Reginadifiori, Grillo parlante tisana del buongiorno 15 filtri 60 g",,,,,,4.99,83.17,,60 g,,,,0.0,0.0,0.0,0.0
5426346,,Confezionati alimentari,"L'Angelica, Nutraceutica depura fegato 40 capsule 21,4 g",,,,,,10.5,490.7,,214 dg,,,,0.0,0.0,0.0,0.0
5401028,,Confezionati alimentari,"Altromercato Bio, TÃ¨ nero al mango e vaniglia biologico 20 filtri 40 g",,,,,,2.37,118.5,,20 g,,,,0.0,0.0,0.0,0.0
5730773,81.0,Confezionati alimentari,"Mei Yang, sfogliatine di riso 80 g",0.5,,353,,,2.38,29.75,6.0,80 g,0.19,0.2,0.0,0.0367283950617284,5.95,0.49583333333333335,0.008427762039660057
5528808,5.0,Gastronomia e piatti pronti,"Star, minestrone di verdure 500 ml",1.3,2.0,42,,,1.99,10.0,1.6,500 ml,0.8,0.2,1.1,0.2,0.7692307692307692,0.625,0.023809523809523808
5621098,,Confezionati alimentari,"Be-Total, Immuno Plus in bustine conf. 14x3,5 g",,,,,,15.9,324.5,,49 g,,,,0.0,0.0,0.0,0.0
5755639,0.0,Confezionati alimentari,"Clemente, olio extra vergine di oliva biologico 1 l",91.6,,824,69.6,9.0,9.98,9.98,0.0,1 l,0.0,13.0,0.0,0.0,0.01089519650655022,0.0,0.0012111650485436894
5411046,,Confezionati alimentari,"Aromatica, pepe rosa in salamoia 85 g - peso netto sgocc. 40 g",,,,,,3.59,89.80000000000001,,40 g,,,,0.0,0.0,0.0,0.0
5642095,,Confezionati alimentari,"Il Frantoio Cutrera, olio extra vergine il Segreto degli dei 750 ml",,,,,,11.98,15.98,,750 ml,,,,0.0,0.0,0.0,0.0
5403186,33.0,Confezionati alimentari,"S.Martino, Gustati la vita! Preparato per torta 5 cereali&mele 420 g",4.0,3.1,188,1.2,0.4,2.96,7.05,4.2,420 g,0.73,2.5,20.0,0.021363636363636362,0.17625,0.16785714285714284,0.00375
5403106,,Confezionati alimentari,"Equilibra, mirtillo 32 perle vegetali 36,5 g",,,,,,10.9,302.8,,36 g,,,,0.0,0.0,0.0,0.0
5423138,0.0,Confezionati alimentari,"Asdomar, tonno all'olio di oliva conf. 4x80 g",20.0,0.0,268,,,5.14,21.42,22.0,240 g,1.1,3.2,0.0,0.0,0.10710000000000001,0.09736363636363637,0.007992537313432838
5520972,42.0,Confezionati alimentari,"Enervit, Protein prima colazione muesli 230 g",13.1,7.8,432,,,7.49,32.57,32.7,230 g,0.67,4.6,12.0,0.07754761904761905,0.2486259541984733,0.09960244648318042,0.007539351851851852
5383305,0.0,Confezionati alimentari,"Frantoio Olive Calmasino, olio extra vergine di oliva 750 ml",92.0,,828,69.0,9.0,11.49,15.32,0.0,750 ml,0.0,14.0,0.0,0.0,0.016652173913043477,0.0,0.0018502415458937198
5745516,0.0,Confezionati alimentari,"Dante, Bio olio extra vergine di oliva 750 ml",91.3,,822,70.5,7.5,6.49,8.66,0.0,750 ml,0.0,13.3,0.0,0.0,0.009485213581599124,0.0,0.0010535279805352798
5417368,36.2,Confezionati alimentari,"Enervit, Protein Dessert dark conf. 5x24 g",16.4,7.8,434,5.9,0.7,7.9,65.84,31.6,120 g,0.38,9.8,31.2,0.18187845303867403,0.4014634146341464,0.20835443037974685,0.015170506912442398
5766704,3.5,Confezionati alimentari,"BioOrto, datterino al naturale biologico 550 g - peso netto sgocc. 315 g",0.2,,19,,,3.65,11.59,1.0,315 g,1.5,0.0,3.5,0.3311428571428571,5.795,1.159,0.061
5384869,27.0,Confezionati alimentari,"S.Martino, Collezione oro mousse al cioccolato fondente 70% 115 g",7.1,3.8,190,,,1.89,16.44,4.6,115 g,0.3,5.1,14.0,0.060888888888888895,0.23154929577464792,0.3573913043478261,0.008652631578947368
5379158,,Confezionati alimentari,"Zaffy, zafferano in pistilli 0,3 g",,,,,,7.08,23600.0,,300 mg,,,,0.0,0.0,0.0,0.0
5764656,55.0,Confezionati alimentari,"PiÃ¹ Cereali Bio, granola mandorle e lamponi biologico 400 g",17.0,8.7,434,,,4.59,11.48,11.0,400 g,0.12,4.3,17.0,0.020872727272727275,0.0675294117647059,0.10436363636363638,0.002645161290322581
5764187,70.5,Confezionati alimentari,"Le Stagioni d'Italia, Orecchiette n. 59 pasta con grano Senatore Cappelli 500 g",1.5,,356,,,1.99,3.98,13.5,500 g,0.01,0.3,3.5,0.005645390070921986,0.26533333333333337,0.029481481481481484,0.0011179775280898876
5556991,,Confezionati alimentari,"Il Frantoio Cutrera, olio extra vergine di oliva 1 l",,,,,,11.98,11.98,,1 l,,,,0.0,0.0,0.0,0.0
5375885,4.2,Confezionati alimentari,"La Reinese, involtini di pomodori secchi farciti con tonno 340 g",32.0,3.1,336,,,6.29,18.5,5.9,340 g,1.9,4.4,1.1,0.44047619047619047,0.0578125,0.3135593220338983,0.005505952380952381
5726037,99.0,Confezionati alimentari,"Pastiglie Leone, caramelle dure al miele con erbe officinali senza glutine 100 g",0.0,,396,,,2.79,27.9,0.0,100 g,0.06,0.0,82.0,0.028181818181818183,0.0,0.0,0.007045454545454546
5638509,,Confezionati alimentari,"Pugliese, carciofi di Puglia alla contadina 520 g",,,,,,8.3,15.97,,520 g,,,,0.0,0.0,0.0,0.0
5535468,55.0,Confezionati alimentari,"Pesoforma, Nature 12 pasti con mela e crusca di avena 420 g",6.2,12.0,372,,,12.89,20.93,18.0,420 g,0.52,1.1,12.0,0.03805454545454545,0.3375806451612903,0.11627777777777777,0.005626344086021505
5730198,2.0,Confezionati alimentari,"Kikkoman, salsa di soia tamari 250 ml",0.0,,57,,,5.81,23.24,10.0,250 ml,16.4,0.0,0.0,1.162,0.0,0.2324,0.040771929824561404
5730125,,Confezionati alimentari,"Tabasco, chipotle pepper sauce 60 ml",,,,,,3.98,66.34,,60 ml,,,,0.0,0.0,0.0,0.0
5543931,57.0,Confezionati alimentari,"VerÃ­val, Muesli con cocco e albicocche biologico 300 g",13.0,8.0,401,,,4.89,15.05,10.0,325 g,0.23,5.6,17.0,0.026403508771929828,0.11576923076923078,0.15050000000000002,0.0037531172069825438
5734017,9.1,Confezionati alimentari,"Sharwood's, Tikka Masala salsa speziata 420 g",8.0,1.7,118,,,4.39,10.46,1.6,420 g,0.83,4.5,6.0,0.11494505494505496,0.13075,0.6537499999999999,0.008864406779661018
5392491,,Confezionati alimentari,"Feudotto, olio extra vergine di oliva Val di Mazara 750 ml",,,,,,10.88,14.51,,750 ml,,,,0.0,0.0,0.0,0.0
5422773,0.5,Confezionati alimentari,"Polli, RisoPiÃ¹ insalata per riso con tonno conf. 2x290 g",11.8,,120,,,5.29,9.13,1.8,580 g,1.31,1.3,0.1,1.826,0.0773728813559322,0.5072222222222222,0.007608333333333333
5744738,,Confezionati alimentari,"Saitaku, Tamari Soy Sauce 150 ml",,,,,,3.99,26.61,,150 ml,,,,0.0,0.0,0.0,0.0
5427205,6.0,Confezionati alimentari,"Saitaku, semi di sesamo tostati 95 g",54.0,,581,,,3.19,33.6,21.0,95 g,0.0,8.0,0.0,0.56,0.06222222222222223,0.16,0.005783132530120482
5764439,2.2,Confezionati alimentari,"Pedon, Edamame fagioli di soia giÃ  pronti 250 g",7.4,8.5,148,,,2.18,8.72,14.0,250 g,0.8,1.2,0.3,0.39636363636363636,0.11783783783783784,0.06228571428571429,0.005891891891891893
5376860,0.73,Confezionati alimentari,"Nesti, funghi porcini teste all'olio di oliva 270 g",3.58,3.23,53,,,8.38,31.04,2.96,270 g,2.0,1.3,0.17,4.252054794520548,0.8670391061452514,1.0486486486486486,0.05856603773584906
5739249,65.0,Confezionati alimentari,"Wilkin & Sons, Tiptreee confettura di fragoline 312 g",0.0,,266,,,9.9,29.12,0.0,340 g,0.0,0.0,65.0,0.0448,0.0,0.0,0.010947368421052631
5771492,55.0,Confezionati alimentari,"D'arbo, Naturrein confetture extra di fragole 450 g",0.0,,228,,,3.66,8.14,0.5,450 g,0.01,0.0,55.0,0.0148,0.0,1.6280000000000001,0.0035701754385964917
5577936,81.0,Confezionati alimentari,"Fini, Dinoeggs bubble gum senza glutine 80 g",1.0,,333,,,1.19,14.9,0.0,80 g,,,,0.01839506172839506,1.49,0.0,0.0044744744744744745
5520594,48.0,Confezionati alimentari,"Misura, Fibrextra cornetti integrali arancia carota e zucca 6 pezzi 300 g",17.0,8.5,386,,,2.99,9.97,6.0,300 g,0.39,7.5,21.0,0.020770833333333336,0.05864705882352942,0.16616666666666668,0.0025829015544041453
5705312,,Confezionati alimentari,"Multicentrum, MyOmega3 60 mini perle ultra concentrate 35 g",,,,,,24,685.72,,35 g,,,,0.0,0.0,0.0,0.0
5378894,60.1,Confezionati alimentari,"Pepperidge Farm, Chocolate Chunk milk chocolate macadamia 204 g",30.4,4.2,533,,,4.03,19.76,4.9,204 g,0.7,14.3,32.6,0.032878535773710485,0.06500000000000002,0.403265306122449,0.003707317073170732
5773166,0.6,Confezionati alimentari,"Star, Il mio Brodo Bio di manzo 1 l",0.1,0.2,5,,,2.99,2.99,0.3,1000 ml,0.67,0.0,0.3,0.4983333333333334,2.99,0.9966666666666668,0.059800000000000006
5747092,58.2,Confezionati alimentari,"Cuore di, farina di tumminia biologica 200 g",1.6,8.5,321,,,2.99,5.98,14.3,500 g,0.005,0.2,1.1,0.01027491408934708,0.37375,0.041818181818181824,0.0018629283489096577
5520609,47.0,Confezionati alimentari,"Misura, Fibrextra cornetti integrali frutti di bosco uva e barbabietola 6 pezzi 300 g",17.0,8.4,381,,,2.99,9.97,5.9,300 g,0.39,7.5,21.0,0.02121276595744681,0.05864705882352942,0.16898305084745763,0.0026167979002624676
5731382,,Confezionati alimentari,"F.lli Rebecchi Valtrebbia, pepite ai 3 Cioccolati conf. 3x125 g",,,,,,3.36,26.88,,125 g,,,,0.0,0.0,0.0,0.0
5764186,70.5,Confezionati alimentari,"Le Stagioni d'Italia, Campanelle n. 74 pasta con grano Senatore Cappelli 500 g",1.5,,356,,,1.99,3.98,13.5,500 g,0.01,0.3,3.5,0.005645390070921986,0.26533333333333337,0.029481481481481484,0.0011179775280898876
5705318,,Confezionati alimentari,"Equilibra, Buonaloe aloe vera extra gusto pesca bianca 1 l + Mannite",,,3,,,20.79,20.79,,1 l,,,,0.0,0.0,0.0,0.693
5773915,5.4,Confezionati alimentari,"Mutti, Salsa per Pizza aromatica conf. 2x210 g",0.5,,36,,,1.59,3.79,1.6,420 g,0.75,0.1,4.2,0.07018518518518518,0.758,0.236875,0.010527777777777778
5764748,49.0,Confezionati alimentari,"Poggio del Farro, Granola snack con Farro Germogliato fave di cacao noccile mirtilli conf.4x20 g",21.0,12.0,435,,,2.89,36.13,5.6,80 g,0.06,10.0,21.0,0.07373469387755104,0.17204761904761906,0.6451785714285716,0.008305747126436783
5757586,54.0,Confezionati alimentari,"Santa Maria, Tortilla original 8 pezzi 320 g",4.6,2.5,293,,,4.5,11.25,7.6,320 g,1.5,0.6,3.9,0.020833333333333332,0.24456521739130438,0.1480263157894737,0.0038395904436860067
5404577,46.4,Confezionati alimentari,"Enervit, Enervitene sport gusto arancia conf. 5x60 ml",0.0,,186,,,13.5,45.01,0.0,300 ml,0.008,0.0,39.1,0.09700431034482758,0.0,0.0,0.02419892473118279
5525059,94.9,Confezionati alimentari,"Liquirizia Menozzi De Rosa, Liquipin Balsamico conf. 3x20 g",0.0,,383,,,2.29,38.17,0.3,60 g,0.06,0.0,74.9,0.04022128556375132,0.0,12.723333333333334,0.009966057441253263
5751702,1.4,Confezionati alimentari,"Orco, salsa aioli 140 ml",78.0,,718,,,1.29,9.22,1.9,140 ml,1.0,11.0,0.1,0.6585714285714287,0.011820512820512821,0.4852631578947369,0.0012841225626740948
5632801,24.0,Confezionati alimentari,"VualÃ , preparato per mousse e semifreddo al caffÃ¨ 95 g",4.9,,156,,,2.49,26.22,4.0,95 g,0.09,3.8,21.4,0.10925,0.5351020408163265,0.6555,0.016807692307692308
5525003,39.8,Confezionati alimentari,"Enervit, Protein 4 pasti cereali e cioccolato al latte conf. 8x30 g",12.9,6.3,400,,,9.35,38.96,27.9,240 g,0.9,5.8,27.2,0.09788944723618091,0.302015503875969,0.13964157706093192,0.00974
5771495,47.0,Confezionati alimentari,"Callipo, confettura di arance biologica 300 g",0.0,,195,,,4.99,16.64,0.0,300 g,0.0,0.0,44.0,0.03540425531914894,0.0,0.0,0.008533333333333334
5420371,82.0,Confezionati alimentari,"Haribo, Mega FÃªte caramelle gommose 1 kg",0.5,,348,,,10.99,10.99,3.7,1000 g,0.24,0.1,56.0,0.013402439024390244,2.198,0.297027027027027,0.0031580459770114942
5383725,45.0,Confezionati alimentari,"Pesoforma, Il mio pasto al Cioccolato Fondente Amabile 62 g",12.0,6.3,383,,,1.99,32.1,24.0,62 g,0.66,5.5,30.0,0.07133333333333333,0.2675,0.13375,0.008381201044386423
5427966,26.3,Confezionati alimentari,"Al'Fez, Falafel Lebanese style 150 g",13.8,8.8,235,,,2.99,19.94,7.1,150 g,1.56,0.5,2.9,0.07581749049429659,0.14449275362318842,0.28084507042253526,0.008485106382978724
5408385,98.7,Confezionati alimentari,"Leone, caramelle con vero succo di frutta senza glutine 100 g",0.0,,395,,,2.79,27.9,0.0,100 g,0.05,0.0,76.8,0.028267477203647418,0.0,0.0,0.0070632911392405065
5735207,,Confezionati alimentari,"Laboratoires Vitarmonyl, Bio&Vegan articolazioni 40 capsule 15 g",,,,,,8.39,559.34,,15 g,,,,0.0,0.0,0.0,0.0
5404403,,Confezionati alimentari,"L'Angelica, Integratori Nutraceutici Drenante anti-cell 24h 8 tappi 16 g",,,,,,8.79,549.38,,16 g,,,,0.0,0.0,0.0,0.0
5535892,32.0,Confezionati alimentari,"Pesoforma, Nature 4 pasti soia riso quinoa conf. 8x31 g",7.6,20.0,331,,,9.5,38.31,26.0,248 g,1.1,1.7,11.0,0.11971875000000001,0.5040789473684212,0.14734615384615385,0.011574018126888219
5744741,1.3,Confezionati alimentari,"Save, Miso istantaneo in polvere 130 g",0.7,0.5,17,,,7.09,54.54,1.3,130 g,1.0,0.0,0.4,4.195384615384615,7.791428571428572,4.195384615384615,0.3208235294117647
5401806,0.73,Confezionati alimentari,"Nesti, funghi porcini interi all'olio d'oliva 270 g",3.58,3.23,53,,,10.48,38.82,2.96,270 g,2.0,1.3,0.17,5.317808219178082,1.0843575418994413,1.3114864864864866,0.07324528301886793
