,carbs,category,description,fat,fiber,kcal,monounsat.,polyunsat.,price,price_per_kg,protein,qty,salt,saturated,sugars,€/g carb,€/g fat,€/g protein,€/kcal
5545225,11.5,"Latticini, salumi e formaggi","Esselunga Equilibrio, bevanda vegetale a base di riso 1 l",1.0,,55,,,1.69,1.69,0.1,1 l,0.1,0.2,7.5,0.014695652173913042,0.16899999999999998,1.6899999999999997,0.0030727272727272725
5750095,7.6,"Latticini, salumi e formaggi","Esselunga Equilibrio, bevanda vegetale avena 1 l",1.1,,44,,,1.99,1.39,0.7,1 l,0.1,0.2,4.4,0.018289473684210526,0.12636363636363634,0.19857142857142857,0.0031590909090909087
5634040,2.6,"Latticini, salumi e formaggi","Esselunga Equilibrio, bevanda vegetale soia 1 l",2.0,0.6,44,,,1.65,1.65,3.5,1 l,0.11,0.3,2.4,0.06346153846153846,0.08249999999999999,0.04714285714285714,0.0037499999999999994
5751491,0.9,"Latticini, salumi e formaggi","Esselunga Equilibrio, bevanda vegetale soia senza zuccheri aggiunti 1 l",2.3,0.6,41,,,1.75,1.75,3.9,1 l,0.03,0.3,0.8,0.19444444444444442,0.07608695652173914,0.04487179487179487,0.004268292682926829
5750096,3.0,"Latticini, salumi e formaggi","Esselunga Equilibrio, bevanda vegetale mandorla 1 l",1.1,0.4,24,,,2.39,2.39,0.3,1 l,0.12,0.1,3.0,0.07966666666666668,0.21727272727272728,0.7966666666666667,0.009958333333333335
5758369,14.0,Alimenti vegetali,"Esselunga Equilibrio, burger vegetali a base di soia e spinaci conf. 2x100 g",11.0,4.8,209,,,2.49,12.45,11.0,200 g,1.7,1.2,4.1,0.08892857142857143,0.11318181818181818,0.11318181818181818,0.005956937799043062
5639298,5.7,Gastronomia e piatti pronti,"Esselunga, Hummus di ceci 180 g",20.4,9.3,253,,,2.99,16.62,7.1,180 g,1.48,3.36,0.2,0.29157894736842105,0.08147058823529413,0.23408450704225356,0.006569169960474309
5758367,17.0,Alimenti vegetali,"Esselunga Equilibrio, cotolette vegetali conf. 2x100 g",12.0,5.0,242,,,2.49,12.45,14.0,200 g,1.2,1.5,1.4,0.07323529411764705,0.10375,0.08892857142857143,0.005144628099173553
5758368,10.0,Alimenti vegetali,"Esselunga Equilibrio, burger vegetali a base di soia conf. 2x100 g",8.0,7.0,190,,,2.49,12.45,16.0,200 g,1.1,1.0,4.3,0.12449999999999999,0.15562499999999999,0.07781249999999999,0.006552631578947368
5385482,2.8,"Latticini, salumi e formaggi","Alpro, Soya Original bevanda a base di soia 500 ml",1.8,0.4,40,,,1.53,3.06,3.0,500 ml,0.08,0.3,2.8,0.10928571428571429,0.16999999999999998,0.102,0.00765
5399647,2.8,"Latticini, salumi e formaggi","Alpro, Soya Original bevanda a base di soia 1 l",1.8,0.4,40,,,2.29,2.29,3.0,1 l,0.08,0.3,2.8,0.0817857142857143,0.12722222222222224,0.07633333333333334,0.005725
5735361,0.0,"Latticini, salumi e formaggi","Alpro, Almond bevanda alla mandorla non tostata 1 l",1.1,0.2,13,,,3.15,3.15,0.5,1 l,0.14,0.1,0.0,0.0,0.2863636363636363,0.63,0.02423076923076923
5379542,3.0,"Latticini, salumi e formaggi","Valsoia, BontÃ  e Salute Soya Gusto Morbido bevanda a base di soia 1 l",1.7,0.2,40,0.4,1.0,2.49,2.49,3.0,1 l,0.1,0.3,2.6,0.083,0.14647058823529413,0.083,0.0062250000000000005
5556959,3.0,"Latticini, salumi e formaggi","Alpro, latte di mandorla 1 l",1.1,0.2,24,,,2.99,2.99,0.5,1 l,0.13,0.1,3.0,0.09966666666666668,0.27181818181818185,0.5980000000000001,0.012458333333333335
5718328,12.0,"Latticini, salumi e formaggi","Granarolo, 100% Vegetale bevanda a base di riso 1 l",0.8,0.0,56,0.3,0.3,2.69,1.59,0.3,1 l,0.2,0.2,9.1,0.01325,0.19874999999999998,0.53,0.0028392857142857143
5721631,8.8,Alimenti vegetali,"Love, Classico hummus di ceci con limone e olio di oliva extra vergine 130 g",9.0,10.0,164,,,2.39,18.39,6.8,130 g,2.0,1.3,0.3,0.2089772727272727,0.20433333333333334,0.27044117647058824,0.011213414634146341
5735655,18.0,Alimenti vegetali,"Kioene, Mini burger vegetale agli spinaci 200 g",14.3,4.0,252,,,3.07,15.35,10.7,200 g,1.5,1.5,1.2,0.08527777777777777,0.10734265734265733,0.14345794392523364,0.006091269841269841
5537413,2.7,"Latticini, salumi e formaggi","Alpro, Coconut original bevanda di cocco con riso 1 l",0.9,0.0,20,,,2.99,2.99,0.1,1 l,0.13,0.9,1.9,0.11074074074074075,0.33222222222222225,2.99,0.014950000000000001
5420233,2.8,"Latticini, salumi e formaggi","Vitasoya, Soya bevanda a base di soia 1 l",1.7,0.2,39,0.4,0.9,2.08,2.08,3.0,1 l,0.17,0.4,2.6,0.0742857142857143,0.12235294117647061,0.06933333333333334,0.005333333333333334
5735235,12.0,"Latticini, salumi e formaggi","Granarolo, bevanda a base di riso conf. 3x200 ml",0.8,0.0,56,0.3,0.3,2.77,4.62,0.03,600 ml,0.2,0.2,9.1,0.0385,0.5775,15.400000000000002,0.00825
5422794,7.0,"Latticini, salumi e formaggi","Bjorg, Avena Bio-Eco bevanda a base di avena 1 l",1.5,0.5,45,,,2.59,2.59,0.5,1 l,0.09,0.3,4.0,0.037,0.17266666666666666,0.518,0.005755555555555555
5411663,2.2,Alimenti vegetali,"Natura Nuova, Bio tofu naturale vegetale 360 g",9.2,1.9,155,,,2.89,8.03,14.75,360 g,0.125,1.59,0.1,0.36499999999999994,0.08728260869565217,0.05444067796610169,0.0051806451612903225
5718164,5.4,"Latticini, salumi e formaggi","Bjorg, Latte di Mandorla Bio-Eco bevanda a base di mandorla 1 l",1.9,0.5,41,,,2.99,1.99,0.5,1 l,0.05,0.3,4.0,0.03685185185185185,0.10473684210526317,0.398,0.004853658536585366
5720883,6.8,"Latticini, salumi e formaggi","Alpro, Oat original bevanda all'avena 1 l",1.5,1.4,44,,,2.99,2.99,0.3,1 l,0.1,0.1,3.3,0.04397058823529412,0.19933333333333336,0.9966666666666668,0.006795454545454546
5621825,10.4,Alimenti vegetali,"Zerbinati, Solo per me zuppa con lenticchie e fagioli 310 g",3.2,7.5,105,,,1.92,6.2,5.8,310 g,0.53,0.5,0.5,0.05961538461538461,0.19374999999999998,0.10689655172413794,0.005904761904761905
5545079,8.3,"Latticini, salumi e formaggi","Alpro, Soya choco bevanda a base di soia 1 l",1.8,0.8,63,,,2.99,2.99,3.0,1 l,0.14,0.4,8.1,0.03602409638554217,0.16611111111111113,0.09966666666666668,0.004746031746031746
5391086,0.2,"Latticini, salumi e formaggi","Sojasun, Soya Drink Naturale bevanda di soia 1 l",2.0,,34,0.5,1.2,2.48,2.48,3.6,1 l,0.07,0.3,0.2,1.24,0.124,0.06888888888888889,0.007294117647058823
5735362,1.0,"Latticini, salumi e formaggi","Alpro, Soya Delicato bevanda a base di soia 1 l",1.8,0.5,33,,,2.99,2.99,3.0,1 l,0.09,0.3,1.0,0.29900000000000004,0.16611111111111113,0.09966666666666668,0.009060606060606062
5397999,2.5,"Latticini, salumi e formaggi","Valsoia, BontÃ  e Salute Soya Gusto Classico bevanda a base di soia 1 l",1.7,0.2,38,0.4,1.0,2.49,2.49,3.0,1 l,0.1,0.3,2.1,0.09960000000000001,0.14647058823529413,0.083,0.006552631578947369
5641401,,Alimenti vegetali,"Zerbinati, Solo per Me zuppa con farro e avena 310 g",,,,,,1.92,6.2,,310 g,,,,0.0,0.0,0.0,0.0
5735236,3.3,"Latticini, salumi e formaggi","Granarolo, bevanda a base di soia conf. 3x200 ml",2.1,1.2,48,0.6,1.1,2.77,4.62,3.3,600 ml,0.02,0.4,3.3,0.14,0.22,0.14,0.009625
5744627,10.7,Alimenti vegetali,"Zorbas, Hummus 200 g",24.0,5.6,296,,,2.99,14.95,6.5,200 g,1.5,3.9,2.4,0.1397196261682243,0.06229166666666666,0.22999999999999998,0.005050675675675675
5621832,5.1,Alimenti vegetali,"Zerbinati, Solo per me minestrone 10 verdure 310 g",1.7,3.1,51,,,1.92,6.2,2.4,310 g,0.85,0.3,0.8,0.1215686274509804,0.36470588235294116,0.25833333333333336,0.01215686274509804
5621830,3.2,Alimenti vegetali,"Zerbinati, Solo per me crema con zucca e carote 310 g",1.7,1.0,32,,,1.92,6.2,0.4,310 g,0.93,0.3,1.3,0.19374999999999998,0.36470588235294116,1.5499999999999998,0.019375
5541147,0.0,"Latticini, salumi e formaggi","Alpro, Soya Original bevanda a base di soia senza zuccheri 1 l",1.8,0.6,32,,,2.39,2.39,3.3,1 l,0.3,0.3,0.0,0.0,0.13277777777777777,0.07242424242424243,0.0074687500000000006
5380544,2.8,"Latticini, salumi e formaggi","Valsoia, BontÃ  e Salute Soya Light bevanda a base di soia 1 l",1.1,0.6,31,0.3,0.7,3.05,3.05,2.1,1 l,0.1,0.1,2.4,0.10892857142857143,0.2772727272727272,0.14523809523809522,0.009838709677419354
5763806,16.0,Alimenti vegetali,"VeghiAmo, Mopur delicato biologico 90 g",7.5,0.9,253,,,2.99,33.23,30.0,90 g,1.6,2.6,3.3,0.20768749999999997,0.4430666666666666,0.11076666666666665,0.013134387351778654
5762375,0.5,"Latticini, salumi e formaggi","Adez, Meravigliosa Mandorla bevanda di mandorla 800 ml",1.1,,13,,,2.49,3.12,0.0,800 ml,0.19,0.1,0.2,0.624,0.28363636363636363,0.0,0.024
5735234,3.4,"Latticini, salumi e formaggi","Granarolo, bevanda a base di mandorla conf. 3x200 ml",2.6,0.3,41,1.7,0.5,2.77,4.62,0.8,600 ml,0.002,0.4,3.3,0.13588235294117648,0.1776923076923077,0.5775,0.01126829268292683
5431426,2.5,"Latticini, salumi e formaggi","Alpro, Soya Original bevanda a base di soia conf. 3x250 ml",1.8,0.5,39,,,3.18,4.24,3.0,750 ml,0.11,0.3,2.5,0.16960000000000003,0.23555555555555557,0.14133333333333334,0.010871794871794873
5716931,3.1,"Latticini, salumi e formaggi","Alpro, Hazelnut bevanda alla nocciola 1 l",1.6,0.3,29,,,2.99,2.99,0.4,1 l,0.13,0.2,3.1,0.09645161290322582,0.186875,0.7475,0.010310344827586209
5411667,3.4,Alimenti vegetali,"Natura Nuova, Bio Seitan alla piastra vegetale 250 g",3.5,2.7,142,,,3.39,13.56,22.9,250 g,1.87,1.3,0.0,0.39882352941176474,0.38742857142857146,0.05921397379912664,0.009549295774647889
5380648,2.3,"Latticini, salumi e formaggi","Alpro, Bio Soya Original bevanda a base di soia 1 l",1.8,0.5,38,,,3.38,3.38,3.0,1 l,0.14,0.3,2.3,0.14695652173913043,0.18777777777777777,0.11266666666666665,0.008894736842105263
5720884,9.8,"Latticini, salumi e formaggi","Alpro, bevanda a base di riso 1 l",1.0,0.0,49,,,2.99,2.99,0.1,1 l,0.09,0.1,6.7,0.030510204081632655,0.29900000000000004,2.99,0.006102040816326531
5762374,3.2,"Latticini, salumi e formaggi","Adez, Strepitoso Cocco bevanda di cocco con riso 800 ml",0.9,,22,,,2.49,3.12,0.0,800 ml,0.17,0.8,2.0,0.09749999999999999,0.3466666666666667,0.0,0.014181818181818183
5735364,3.2,"Latticini, salumi e formaggi","OrasÃ¬, bevanda di soia 1 l",2.0,0.2,44,0.5,1.2,2.19,1.35,3.3,1 l,0.13,0.3,3.1,0.0421875,0.0675,0.040909090909090916,0.0030681818181818184
5735657,18.3,Alimenti vegetali,"Kioene, cotoletta vegetale 200 g",11.9,2.7,229,,,3.09,15.45,10.9,200 g,1.24,1.4,0.5,0.08442622950819671,0.12983193277310923,0.14174311926605504,0.006746724890829694
5401134,2.3,"Latticini, salumi e formaggi","Sojasun, Soya Drink calcio + Vitamina D bevanda a base di soia 1 l",2.0,,43,0.5,1.2,2.39,2.39,3.6,1 l,0.09,0.3,2.3,0.10391304347826089,0.11950000000000001,0.06638888888888889,0.005558139534883722
5756382,8.4,Alimenti vegetali,"Zorbas, Tzatziki 200 g",8.6,,125,,,2.41,12.05,3.4,200 g,1.2,1.2,3.9,0.14345238095238094,0.14011627906976745,0.35441176470588237,0.009640000000000001
5545572,7.9,Alimenti vegetali,"Natura Nuova, Bio Tempeh vegetale conf. 2x75 g",6.9,2.8,172,,,3.29,17.54,17.9,150 g,0.01,0.9,0.0,0.2220253164556962,0.25420289855072464,0.09798882681564247,0.010197674418604651
5419852,12.0,"Latticini, salumi e formaggi","ViaMia, Bio bevanda a base di riso 1 l",1.4,,61,,,2.45,2.45,0.1,1 l,0.1,0.4,4.8,0.02041666666666667,0.17500000000000002,2.45,0.004016393442622951
5412291,5.8,Alimenti vegetali,"Natura Nuova, Bio seitan fresco vegetale 240 g",2.2,2.2,147,,,4.29,17.88,24.9,240 g,1.45,0.2,0.0,0.3082758620689655,0.8127272727272725,0.07180722891566264,0.012163265306122448
5735232,3.4,"Latticini, salumi e formaggi","Granarolo, 100% Vegetale bevanda a base di mandorla 1 l",2.6,0.3,41,1.7,0.5,3.05,3.05,0.8,1 l,0.002,0.4,3.3,0.08970588235294118,0.11730769230769231,0.38125,0.007439024390243902
5582940,16.0,Alimenti vegetali,"Io Veg, wurstel vegetariano 160 g",21.3,2.5,287,,,4.29,26.82,6.5,160 g,1.9,1.9,1.4,0.167625,0.12591549295774648,0.4126153846153846,0.009344947735191638
5741549,10.7,Alimenti vegetali,"Kioene, burger vegetale alle melanzane 200 g",16.2,3.6,246,,,2.79,6.95,12.4,200 g,1.56,1.8,0.9,0.0649532710280374,0.04290123456790124,0.0560483870967742,0.0028252032520325204
5729480,10.0,"Latticini, salumi e formaggi","Verys, stracchino di riso integrale germogliato 200 g",20.0,2.0,227,,,3.99,19.95,0.7,200 g,1.0,17.0,1.0,0.19949999999999998,0.09974999999999999,2.85,0.008788546255506607
5416098,16.5,Alimenti vegetali,"Zerbinati, Burger'Z quinoa broccoli zucchine conf. 2x110 g",7.2,9.0,176,,,2.99,13.6,6.8,220 g,0.71,0.9,1.8,0.08242424242424241,0.18888888888888886,0.19999999999999998,0.007727272727272727
5735649,4.1,Alimenti vegetali,"EuroVerde, Le Naturali vellutata di zucchine con patate e grano saraceno 350 g",1.1,1.0,36,,,1.99,5.69,2.1,350 g,0.82,0.1,2.8,0.1387804878048781,0.5172727272727273,0.27095238095238094,0.01580555555555556
5741548,11.4,Alimenti vegetali,"Kioene, burger vegetale ai carciofi e pomodori secchi* 200 g",12.9,4.3,229,,,2.79,6.95,14.7,200 g,1.49,1.8,1.1,0.06096491228070176,0.053875968992248065,0.04727891156462586,0.0030349344978165944
5756392,,Alimenti vegetali,"Cottin Tavola, il Delicato burger con verdure conf. 2x120 g + bustine di salsa conf. 2x15 g",,,,,,2.98,11.04,,270 g,,,,0.0,0.0,0.0,0.0
5751812,4.1,"Latticini, salumi e formaggi","OrasÃ¬, bevanda di noce 1 l",2.6,0.4,43,0.5,1.9,2.99,2.99,0.6,1 l,0.13,0.2,3.9,0.0729268292682927,0.11500000000000002,0.4983333333333334,0.006953488372093025
5726057,7.9,Alimenti vegetali,"Love, Mediterraneo Hummus di ceci con pomodori secchi e olive 130 g",4.8,14.0,118,,,2.39,18.39,4.0,130 g,2.2,0.6,0.8,0.23278481012658225,0.383125,0.45975,0.015584745762711865
5758373,6.5,Alimenti vegetali,"Sojasun, burger vegetale pomodoro e olive conf. 2x100 g",9.5,6.3,194,,,3.19,15.95,17.5,200 g,1.3,1.1,3.3,0.24538461538461537,0.16789473684210526,0.09114285714285714,0.008221649484536082
5641484,10.0,"Latticini, salumi e formaggi","Poggio del Farro, Biodrink bevanda a base di farro 1 l",1.5,0.2,56,0.4,0.9,2.98,2.98,0.5,1 l,0.11,0.2,4.2,0.0298,0.19866666666666666,0.596,0.005321428571428572
5735656,11.2,Alimenti vegetali,"Kioene, Mini burger vegetale con semi di zucca e di girasole 200 g",16.8,4.3,272,,,3.07,15.35,16.7,200 g,1.41,1.9,0.8,0.13705357142857144,0.09136904761904761,0.09191616766467066,0.005643382352941176
5404188,10.0,"Latticini, salumi e formaggi","CÃ©rÃ©al, Soia cacao bevanda a base di soia conf. 3x250 g",1.6,1.2,69,,,3.29,4.39,3.0,750 ml,0.1,0.4,9.7,0.043899999999999995,0.2743749999999999,0.14633333333333332,0.00636231884057971
5533909,20.9,Alimenti vegetali,"Zerbinati, Burger'Z quinoa carote al profumo di zenzero conf. 2x110 g",6.4,8.5,185,,,2.99,13.6,6.7,220 g,0.73,0.9,4.5,0.06507177033492823,0.21249999999999997,0.20298507462686566,0.007351351351351351
5735645,0.69,Alimenti vegetali,"Granarolo, 100% Vegetale GustiÃ¬o Green tofu al naturale 125 g",7.8,1.8,131,,,1.56,9.92,14.3,125 g,0.04,1.3,0.69,1.43768115942029,0.12717948717948718,0.06937062937062936,0.007572519083969466
5641416,6.7,"Latticini, salumi e formaggi","Valsoia, BontÃ  e Salute Soya Orzomalto bevanda a base di soia 1 l",1.5,1.0,55,0.4,0.9,3.29,3.29,3.2,1 l,0.1,0.2,6.1,0.0491044776119403,0.21933333333333335,0.1028125,0.005981818181818182
5763812,9.6,Alimenti vegetali,"Zerbinati, Le Monoporzioni riso nero integrale con edamame 310 g",1.7,1.8,69,,,1.79,5.78,2.9,310 g,0.65,0.27,1.5,0.06020833333333334,0.34,0.19931034482758625,0.0083768115942029
5751439,18.0,Alimenti vegetali,"Garden Gourmet, cotoletta croccante con spinaci riso e formaggio 2 pezzi 180g",12.0,4.9,230,,,3.99,22.17,10.0,180 g,1.1,4.5,0.6,0.12316666666666667,0.18475,0.2217,0.009639130434782608
5526424,20.5,Alimenti vegetali,"Zerbinati, Burger'Z quinoa spinaci verze conf. 2x110 g",7.9,5.7,192,,,2.99,13.6,6.7,220 g,0.96,1.0,1.5,0.06634146341463414,0.1721518987341772,0.20298507462686566,0.007083333333333333
5763807,8.1,Alimenti vegetali,"VeghiAmo, Mopur con lupino biologico 90 g",8.5,6.3,238,,,2.99,33.23,29.0,90 g,1.88,1.6,1.7,0.4102469135802469,0.3909411764705882,0.1145862068965517,0.013962184873949578
5763804,27.0,Alimenti vegetali,"Alifree Fodmap, bastoncini di tofu alle verdure 160 g",12.0,3.0,248,,,2.99,18.69,6.5,160 g,0.8,1.4,2.4,0.06922222222222223,0.15575000000000003,0.2875384615384616,0.007536290322580646
5526768,6.6,Alimenti vegetali,"Zerbinati, Solo per me crema con piselli 310 g",1.1,2.1,46,,,1.92,6.2,1.4,310 g,0.83,0.2,0.6,0.09393939393939395,0.5636363636363636,0.4428571428571429,0.013478260869565217
5751432,,Alimenti vegetali,"Love, Guacaloco Humus al guacamole e spirulina 130 g",,,,,,2.39,18.39,,130 g,,,,0.0,0.0,0.0,0.0
5762372,1.0,"Latticini, salumi e formaggi","Adez, Sorprendente Soia bevanda a base di soia 800 ml",2.0,,35,,,1.99,2.49,2.9,800 ml,0.12,0.3,0.5,0.24900000000000003,0.12450000000000001,0.08586206896551725,0.007114285714285715
5756391,,Alimenti vegetali,"Cottin Tavola, Il Super burger con verdure conf. 2x120 g + bustina di salsa conf. 2x15 g",,,,,,2.98,11.04,,270 g,,,,0.0,0.0,0.0,0.0
5745481,20.8,Alimenti vegetali,"Valfrutta, I Pronti al Vapore farro, olive nere, pomodori secchi, capperi 220 g",8.4,4.5,193,,,2.5,11.37,6.3,220 g,2.4,0.8,2.1,0.054663461538461536,0.13535714285714284,0.18047619047619048,0.0058911917098445595
5763803,24.0,Alimenti vegetali,"Alifree Fodmap, medaglioni alla parmigiana conf. 2x80 g",17.0,2.7,289,,,2.99,18.69,8.7,160 g,0.78,2.9,1.7,0.07787500000000001,0.10994117647058825,0.2148275862068966,0.006467128027681662
5758370,2.1,Alimenti vegetali,"Aperit, guacamole di avocado cruda 175 g",18.2,4.2,188,,,3.53,20.18,1.9,175 g,0.5,2.0,1.9,0.9609523809523808,0.11087912087912087,1.0621052631578947,0.010734042553191488
5756389,,Alimenti vegetali,"Cottin Tavola, burger con verdure ai carciofi conf. 2x120 g + bustine di salsa conf. 2x15 g",,,,,,2.98,11.04,,270 g,,,,0.0,0.0,0.0,0.0
5758372,5.3,Alimenti vegetali,"Sojasun, burger vegetale asparagi conf. 2x100 g",7.0,6.2,168,,,3.19,15.95,17.8,200 g,1.35,0.85,2.2,0.3009433962264151,0.22785714285714284,0.08960674157303371,0.009494047619047619
5744675,23.1,Alimenti vegetali,"Valfrutta, I pronti al vapore cous cous 220 g",6.8,2.3,175,,,2.5,11.37,4.3,220 g,0.9,1.2,3.7,0.04922077922077922,0.16720588235294118,0.2644186046511628,0.006497142857142858
5762376,6.1,"Latticini, salumi e formaggi","Adez, Meravigliosa Mandorla bevanda di mandorla con mango e frutto della passione 250 ml",1.2,,38,,,1.49,5.96,0.5,250 ml,0.02,0.1,5.8,0.09770491803278689,0.49666666666666665,1.192,0.01568421052631579
5751440,3.0,Alimenti vegetali,"Garden Gourmet, polpette con verdure con carote mais e piselli 200 g",15.0,8.3,220,,,4.04,20.2,14.0,200 g,1.4,1.7,2.8,0.6733333333333333,0.13466666666666666,0.1442857142857143,0.009181818181818182
5744676,15.6,Alimenti vegetali,"Valfrutta, I pronti al vapore riso basmati lenticchie e soia 220 g",7.5,5.8,167,,,2.5,11.37,6.3,220 g,0.9,1.8,1.8,0.07288461538461538,0.1516,0.18047619047619048,0.006808383233532935
5751441,14.0,Alimenti vegetali,"Garden Gourmet, Falafel con ceci e spinaci 190 g",11.0,9.5,206,,,3.99,21.01,8.0,190 g,0.9,1.2,2.3,0.15007142857142858,0.191,0.262625,0.010199029126213592
5763802,,Alimenti vegetali,"Zorbas, Babaganoush 200 g",,,,,,2.49,12.45,,200 g,,,,0.0,0.0,0.0,0.0
5723204,8.5,"Latticini, salumi e formaggi","Verys, Classica Chicca di riso integrale germogliato 200 g",15.0,2.2,185,,,3.98,19.9,0.7,200 g,1.5,13.6,0.0,0.2341176470588235,0.13266666666666665,2.8428571428571425,0.010756756756756755
5762377,9.1,"Latticini, salumi e formaggi","Adez, Straordinaria Avena con fragola e banana bevanda di avena 250 ml",1.3,,51,,,1.49,5.96,0.0,250 ml,0.02,0.2,5.9,0.0654945054945055,0.4584615384615384,0.0,0.011686274509803921
5720882,3.2,"Latticini, salumi e formaggi","Valsoia, BontÃ  e Salute bevanda di mandorla 1 l",1.1,0.1,25,0.7,0.2,3.09,3.09,0.4,1 l,0.1,0.2,3.0,0.0965625,0.2809090909090909,0.7725,0.01236
5621087,0.4,Alimenti vegetali,"Sojasun, tofu alle erbe conf. 2x125 g",7.8,1.0,126,2.2,4.3,3.69,11.8,13.0,250 g,0.63,1.3,0.3,2.95,0.1512820512820513,0.09076923076923078,0.009365079365079366
5720993,25.0,Alimenti vegetali,"Pedon, I salvaminuti 7 cereali 250 g",3.8,4.0,161,,,2.19,8.76,4.7,250 g,0.63,0.7,0.4,0.03504,0.2305263157894737,0.18638297872340426,0.005440993788819876
5744674,23.6,Alimenti vegetali,"Valfrutta, I pronti al vapore bulgur quinoa riso rosso 220 g",9.1,2.2,197,,,2.5,11.37,4.1,220 g,0.8,1.0,2.3,0.04817796610169491,0.12494505494505495,0.27731707317073173,0.005771573604060914
5582963,22.8,Alimenti vegetali,"Io Veg, cotoletta impanata 200 g",18.0,2.8,315,,,3.99,19.95,14.8,200 g,2.1,1.7,4.1,0.0875,0.11083333333333333,0.13479729729729728,0.006333333333333333
5735646,5.7,Alimenti vegetali,"Granarolo, 100% Vegetale Gusto Green seitan al naturale 125 g",1.8,1.2,140,,,2.1,13.44,24.6,125 g,0.6,0.37,0.25,0.2357894736842105,0.7466666666666666,0.05463414634146341,0.0096
5728161,,Alimenti vegetali,"Natura Nuova, Bio SpalmaTofu 190 g",,,,,,2.99,15.74,,190 g,,,,0.0,0.0,0.0,0.0
5763798,17.0,Alimenti vegetali,"Garden Gourmet, crocchetta mediterranea 160 g",9.0,3.0,189,,,4.04,25.25,8.5,160 g,0.9,2.0,3.5,0.14852941176470588,0.28055555555555556,0.29705882352941176,0.01335978835978836
5767200,13.1,"Latticini, salumi e formaggi","Riso Scotti, Il Biologico Chiccolat riso con calcio 1 l",0.9,,61,,,2.39,2.66,0.2,900 ml,0.1,0.2,8.5,0.020305343511450382,0.29555555555555557,1.33,0.004360655737704919
5621340,18.3,Alimenti vegetali,"Io Veg, crocchette vegetariane 154 g",18.3,4.6,322,,,4.19,27.21,14.2,154 g,2.3,1.8,3.5,0.14868852459016393,0.14868852459016393,0.19161971830985916,0.008450310559006212
5398748,,Alimenti vegetali,"Zerbinati, Le Monoporzioni crema con adamame e curcuma 310 g",,,,,,1.92,6.2,,310 g,,,,0.0,0.0,0.0,0.0
5763797,,Alimenti vegetali,"Garden Gourmet, cotoletta sottile di soia e frumento 180 g",,,,,,3.99,22.17,,180 g,,,,0.0,0.0,0.0,0.0
5740457,26.0,Alimenti vegetali,"Io Veg, fettine vegane stile affumicato 160 g",11.0,0.6,208,,,2.69,16.82,1.0,160 g,2.0,9.5,0.0,0.06469230769230769,0.1529090909090909,1.682,0.008086538461538461
5621107,,Alimenti vegetali,"Sojasun, spezzatino di soia 280 g",,,,,,4.09,11.68,,280 g,,,,0.0,0.0,0.0,0.0
5582955,,Alimenti vegetali,"Io Veg, burger vegetariano 150 g",,,,,,3.29,17.54,,150 g,,,,0.0,0.0,0.0,0.0
5621348,16.2,Alimenti vegetali,"Io Veg, cordon bleu vegetariano 200 g",15.1,5.4,263,,,4.99,24.95,12.8,200 g,2.25,2.7,3.1,0.15401234567901237,0.1652317880794702,0.194921875,0.009486692015209125
5721853,,Alimenti vegetali,"Io Veg, Bon Bon al formaggio 150 g",,,,,,3.99,26.61,,150 g,,,,0.0,0.0,0.0,0.0
5735520,,Alimenti vegetali,"Verys, Verde di Riso con alghe nori e ulva 200 g",,,,,,4.3,21.5,,200 g,,,,0.0,0.0,0.0,0.0
5410494,5.6,"Latticini, salumi e formaggi","Alpro, Avena bevanda all'avena senza zucchero 1 l",1.5,1.2,40,,,2.99,2.99,0.2,1 l,0.09,0.2,0.0,0.05339285714285715,0.19933333333333336,1.495,0.007475000000000001
5720774,27.0,Alimenti vegetali,"CÃ©rÃ©al Bio, Bio express burger & boulghour al pomodoro conf. 2x100",11.0,5.1,241,,,3.19,11.15,5.9,200 g,1.1,1.1,3.0,0.041296296296296296,0.10136363636363636,0.18898305084745762,0.00462655601659751
5773180,21.1,Alimenti vegetali,"Valfrutta, I Pronti al Vapore 5 Cereali carote zucca e scorza d'arancia 220 g",10.2,3.4,202,,,2.5,11.37,4.7,220 g,1.0,2.5,1.6,0.053886255924170616,0.11147058823529413,0.24191489361702126,0.0056287128712871285
5578241,9.2,"Latticini, salumi e formaggi","OraSÃ¬, Riso bevanda a base di riso 1 l",1.3,0.3,50,0.4,0.7,2.29,2.29,0.1,1 l,0.12,0.2,4.3,0.02489130434782609,0.17615384615384616,2.29,0.00458
5774162,5.4,"Latticini, salumi e formaggi","Adez, Straordinaria Avena bevanda a base di avena 800 ml",1.3,,35,,,2.49,3.12,0.0,800 ml,0.15,0.2,2.6,0.057777777777777775,0.24,0.0,0.008914285714285715
5773168,16.0,Alimenti vegetali,"Bonduelle, Cereali che piacere orzo farro e quinoa rossa 200 g",7.3,5.9,164,,,2.99,14.95,5.7,200 g,0.78,1.5,0.9,0.09343749999999999,0.2047945205479452,0.26228070175438595,0.009115853658536585
5522348,17.2,Alimenti vegetali,"Bonduelle, Cereali che piacere farro 200 g",9.6,7.1,196,,,2.99,14.95,6.7,200 g,1.4,1.6,0.5,0.08691860465116279,0.15572916666666667,0.22313432835820893,0.007627551020408163
5414891,23.0,Alimenti vegetali,"Aia, aeQuilibrium medaglioni vegetariani 240 g",7.1,,210,,,3.8,15.84,12.0,240 g,1.3,1.2,3.1,0.06886956521739131,0.2230985915492958,0.132,0.007542857142857143
